OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
cafe;amenity > sustenance > cafe;"Cafe is generally an informal place that offers casual meals and beverages; typically, the focus is on coffee or tea. Also known as a coffeehouse/shop, bistro or sidewalk cafe. The kind of food served may be mapped with the tags cuisine=* and diet:*=*. See also the tags amenity=restaurant;bar;fast_food.";['cafe', 'coffee shop', 'bistro', 'comfort food restaurant', 'pet cafe', 'cafe coffee tea house', 'fast food restaurant', 'restaurant', 'restaurant', 'diner', 'restaurant', 'restaurant', 'tea room', 'english restaurant', 'friterie', 'scottish restaurant', 'southern food restaurant', 'snack place', 'gaming cafe', 'bubble tea shop'];[0.605239987373352, 0.6025865077972412, 0.5755956172943115, 0.5619620084762573, 0.5616840124130249, 0.5464365482330322, 0.5462747812271118, 0.5218541026115417, 0.5218541026115417, 0.5201702117919922, 0.5044875741004944, 0.5044875741004944, 0.4983026385307312, 0.49443697929382324, 0.49209529161453247, 0.49085545539855957, 0.48989778757095337, 0.4868064522743225, 0.4852147102355957, 0.4812789559364319];cafe;"Cafe is generally an informal place that offers casual meals and beverages; typically, the focus is on coffee or tea. Also known as a coffeehouse/shop, bistro or sidewalk cafe. The kind of food served may be mapped with the tags cuisine=* and diet:*=*. See also the tags amenity=restaurant;bar;fast_food.";dining drinking > cafe coffee tea house > cafe;cafe;1;1;1;1;amenity;amenity > sustenance
fast food;amenity > sustenance > fast food;Fast food restaurant (see also amenity=restaurant). The kind of food served can be tagged with cuisine=* and diet:*=*.;['fast food restaurant', 'comfort food restaurant', 'salad restaurant', 'friterie', 'restaurant', 'restaurant', 'agriturismo', 'halal restaurant', 'southern food restaurant', 'restaurant', 'restaurant', 'diner', 'buffet', 'american restaurant', 'seafood restaurant', 'english restaurant', 'mediterranean restaurant', 'theme restaurant', 'steakhouse', 'hotpot restaurant'];[0.6731550693511963, 0.6120259165763855, 0.5715028047561646, 0.5591939091682434, 0.5559494495391846, 0.5559494495391846, 0.5455087423324585, 0.5428630113601685, 0.5413631200790405, 0.5411564111709595, 0.5411564111709595, 0.5355445146560669, 0.5264684557914734, 0.5196680426597595, 0.5184594392776489, 0.5121261477470398, 0.5063565373420715, 0.5016998052597046, 0.5012654066085815, 0.4997606873512268];fast food restaurant;Fast food restaurant (see also amenity=restaurant). The kind of food served can be tagged with cuisine=* and diet:*=*.;dining drinking > restaurant > fast food restaurant;fast food restaurant;1;1;1;1;amenity;amenity > sustenance
food court;amenity > sustenance > food court;An area with several different restaurant food counters and a shared eating area. Commonly found in malls, airports, etc.;['food court', 'street food gathering', 'comfort food restaurant', 'salad restaurant', 'airport food court', 'fast food restaurant', 'snack place', 'dosa place', 'restaurant', 'restaurant', 'agriturismo', 'restaurant', 'restaurant', 'food distribution center', 'friterie', 'soup spot', 'gourmet store', 'ice cream parlor', 'health food store', 'southern food restaurant'];[0.6150997877120972, 0.6136148571968079, 0.5620037913322449, 0.5596809387207031, 0.5559284090995789, 0.5444258451461792, 0.5356811285018921, 0.5300818681716919, 0.5237754583358765, 0.5237754583358765, 0.5167548656463623, 0.5156139731407166, 0.5156139731407166, 0.5153152346611023, 0.5135433673858643, 0.5123552083969116, 0.5106977224349976, 0.5097910761833191, 0.5096980333328247, 0.5096228122711182];food court;An area with several different restaurant food counters and a shared eating area. Commonly found in malls, airports, etc.;dining drinking > food court;food court;1;1;1;1;amenity;amenity > sustenance
ice cream;amenity > sustenance > ice cream;Ice cream shop or ice cream parlour. A place that sells ice cream and frozen yoghurt over the counter;['frozen yogurt shop', 'ice cream parlor', 'smoothie shop', 'refrigeration ice supplier', 'dessert shop', 'dairy store', 'cupcake shop', 'donut shop', 'stationery store', 'street food gathering', 'pastry shop', 'waffle shop', 'health food store', 'supplement store', 'gourmet store', 'kitchen supply store', 'snack place', 'ice bar', 'candy store', 'miscellaneous store'];[0.6564380526542664, 0.6207826137542725, 0.4778250455856323, 0.4730561077594757, 0.43922698497772217, 0.428067684173584, 0.4274267256259918, 0.42576175928115845, 0.4251543879508972, 0.41957998275756836, 0.41241270303726196, 0.41124576330184937, 0.40498560667037964, 0.40216606855392456, 0.40182989835739136, 0.4012298583984375, 0.3996168375015259, 0.39712098240852356, 0.3911781907081604, 0.3900396227836609];ice cream parlor;Ice cream shop or ice cream parlour. A place that sells ice cream and frozen yoghurt over the counter;dining drinking > dessert shop > ice cream parlor;ice cream parlor;1;1;0;1;amenity;amenity > sustenance
pub;amenity > sustenance > pub;"A place selling beer and other alcoholic drinks; may also provide food or accommodation (UK). See description of amenity=bar and amenity=pub for distinction between bar and pub";['pub', 'irish pub', 'beer garden', 'lounge', 'bar', 'hotel bar', 'beer bar', 'whisky bar', 'rooftop bar', 'cocktail bar', 'brewery', 'dive bar', 'sports bar', 'sake bar', 'wine bar', 'apple wine pub', 'beach bar', 'hookah bar', 'scottish restaurant', 'apres ski bar'];[0.7041034698486328, 0.6733901500701904, 0.6394772529602051, 0.6278668642044067, 0.6132268905639648, 0.612926185131073, 0.6050037145614624, 0.6018025875091553, 0.5834165811538696, 0.5761011838912964, 0.5708653926849365, 0.5695033669471741, 0.5639691948890686, 0.5558080673217773, 0.5553754568099976, 0.5441776514053345, 0.5410333871841431, 0.532709538936615, 0.5277535319328308, 0.5246297121047974];pub;"A place selling beer and other alcoholic drinks; may also provide food or accommodation (UK). See description of amenity=bar and amenity=pub for distinction between bar and pub";dining drinking > bar > pub;pub;1;1;1;1;amenity;amenity > sustenance
restaurant;amenity > sustenance > restaurant;Restaurant (not fast food, see amenity=fast_food). The kind of food served can be tagged with cuisine=* and diet:*=*.;['fast food restaurant', 'comfort food restaurant', 'salad restaurant', 'friterie', 'restaurant', 'restaurant', 'agriturismo', 'restaurant', 'restaurant', 'southern food restaurant', 'halal restaurant', 'diner', 'buffet', 'english restaurant', 'seafood restaurant', 'bistro', 'molecular gastronomy restaurant', 'hotpot restaurant', 'friuli restaurant', 'grilled meat restaurant'];[0.6212013959884644, 0.5411989092826843, 0.5162051320075989, 0.5119412541389465, 0.5074707269668579, 0.5074707269668579, 0.4938523769378662, 0.49290627241134644, 0.49290627241134644, 0.485950231552124, 0.47847747802734375, 0.4766612648963928, 0.4751238524913788, 0.47105610370635986, 0.46935874223709106, 0.468247652053833, 0.46684151887893677, 0.4656432569026947, 0.4636085629463196, 0.46170371770858765];restaurant;Restaurant (not fast food, see amenity=fast_food). The kind of food served can be tagged with cuisine=* and diet:*=*.;dining drinking > restaurant;restaurant;1;1;0;1;amenity;amenity > sustenance
college;amenity > education > college;Campus or buildings of an institute of Further Education (aka continuing education);['college arts building', 'college engineering building', 'college academic building', 'college technology building', 'college administrative building', 'college communications building', 'student center', 'college science building', 'college math building', 'college university', 'university', 'college auditorium', 'college rec center', 'college quad', 'community college', 'college history building', 'fraternity house', 'college theater', 'sorority house', 'college lab'];[0.6101624369621277, 0.6046397686004639, 0.5940037965774536, 0.5919573903083801, 0.5772994756698608, 0.5496317744255066, 0.5413542985916138, 0.541232705116272, 0.5386040210723877, 0.5368825197219849, 0.5328185558319092, 0.528983473777771, 0.5281296968460083, 0.5278928279876709, 0.5235955119132996, 0.5219191312789917, 0.516470193862915, 0.508742094039917, 0.508557915687561, 0.5046330690383911];college university;Campus or buildings of an institute of Further Education (aka continuing education);community government > education > college university > college academic building;college academic building;0;1;0;1;amenity;amenity > education
dancing school;amenity > education > dancing school;A dancing school or dance studio;['country dance club', 'dance studio', 'dance hall', 'samba school', 'dance store', 'salsa club', 'night club', 'party center', 'bowling alley', 'escape room', 'strip club', 'music school', 'amusement park', 'water park', 'circus school', 'yoga studio', 'gym studio', 'arcade', 'art gallery', 'performing arts venue'];[0.6341784000396729, 0.630730390548706, 0.60964435338974, 0.571423351764679, 0.5634227991104126, 0.5221037268638611, 0.5067826509475708, 0.48881539702415466, 0.4746619462966919, 0.4740658700466156, 0.45430630445480347, 0.45285117626190186, 0.45279622077941895, 0.45256346464157104, 0.4518558382987976, 0.44321614503860474, 0.4345231354236603, 0.4319147765636444, 0.42949002981185913, 0.42921924591064453];dance studio;A dancing school or dance studio;sports recreation > gym studio > dance studio;dance studio;1;1;0;1;amenity;amenity > education
driving school;amenity > education > driving school;Driving School which offers motor vehicle driving lessons;['driving school', 'flight school', 'music school', 'circus school', 'art school', 'adult education', 'religious school', 'middle school', 'culinary school', 'nursery school', 'trade school', 'education', 'samba school', 'primary secondary school', 'private school', 'motor scooter dealership', 'language school', 'computer training school', 'swim school', 'high school'];[0.6545243859291077, 0.4849410057067871, 0.4123508930206299, 0.39941921830177307, 0.3951863646507263, 0.3854939341545105, 0.38384130597114563, 0.381531298160553, 0.3794472813606262, 0.37901031970977783, 0.3713167905807495, 0.3664344549179077, 0.3632848262786865, 0.35726237297058105, 0.355749249458313, 0.3525342345237732, 0.35241031646728516, 0.34560227394104004, 0.34536418318748474, 0.3433090150356293];driving school;Driving School which offers motor vehicle driving lessons;community government > education > driving school;driving school;1;1;1;1;amenity;amenity > education
first aid school;amenity > education > first aid school;A place where people can go for first aid courses.;['flight school', 'nursery school', 'medical school', 'driving school', 'art school', 'religious school', 'aids resource', 'adult education', 'middle school', 'student center', 'circus school', 'preschool', 'college rec center', 'primary secondary school', 'culinary school', 'education', 'private school', 'college university', 'trade school', 'college quad'];[0.4691781997680664, 0.455400288105011, 0.4360846281051636, 0.42353349924087524, 0.41691094636917114, 0.4120127558708191, 0.4080624580383301, 0.40784353017807007, 0.4037233591079712, 0.3996216058731079, 0.39951226115226746, 0.3963027000427246, 0.39588528871536255, 0.3932593762874603, 0.3928428292274475, 0.389009952545166, 0.3871239423751831, 0.3869081735610962, 0.3856511116027832, 0.3838791847229004];adult education;A place where people can go for first aid courses.;community government > education;education;0;1;0;1;amenity;amenity > education
kindergarten;amenity > education > kindergarten;For children too young for a regular school (also known as preschool, playschool or nursery school), in some countries including afternoon supervision of primary school children.;['nursery school', 'preschool', 'middle school', 'elementary school', 'circus school', 'primary secondary school', 'high school', 'flight school', 'samba school', 'swim school', 'childrens clothing store', 'art school', 'religious school', 'private school', 'trade school', 'driving school', 'daycare', 'music school', 'language school', 'culinary school'];[0.5388129949569702, 0.4927266240119934, 0.4447464942932129, 0.44096487760543823, 0.4379287660121918, 0.420864462852478, 0.410589337348938, 0.394686222076416, 0.3540653586387634, 0.35397598147392273, 0.3454030156135559, 0.3391224145889282, 0.3383220434188843, 0.336993932723999, 0.3299468755722046, 0.32952314615249634, 0.32563066482543945, 0.31357020139694214, 0.3130215108394623, 0.3104962706565857];nursery school;For children too young for a regular school (also known as preschool, playschool or nursery school), in some countries including afternoon supervision of primary school children.;community government > education > nursery school;nursery school;1;1;1;1;amenity;amenity > education
language school;amenity > education > language school;Language School: an educational institution where one studies a foreign language.;['language school', 'religious school', 'flight school', 'samba school', 'circus school', 'middle school', 'cultural center', 'nursery school', 'adult education', 'art school', 'education', 'primary secondary school', 'high school', 'culinary school', 'elementary school', 'music school', 'college communications building', 'private school', 'university', 'english restaurant'];[0.5562564730644226, 0.42781734466552734, 0.41723793745040894, 0.3852772116661072, 0.37951740622520447, 0.37419113516807556, 0.3658708930015564, 0.36581504344940186, 0.36090266704559326, 0.35920703411102295, 0.358184814453125, 0.35605716705322266, 0.3442850708961487, 0.34247851371765137, 0.34236979484558105, 0.33913785219192505, 0.33622032403945923, 0.33358994126319885, 0.3297893702983856, 0.32956892251968384];language school;Language School: an educational institution where one studies a foreign language.;community government > education > language school;language school;1;1;1;1;amenity;amenity > education
library;amenity > education > library;A public library (municipal, university, …) to borrow books from.;['library', 'college library', 'college bookstore', 'nursery school', 'flight school', 'college university', 'college rec center', 'college auditorium', 'student center', 'college arts building', 'university', 'art school', 'religious school', 'private school', 'education', 'music school', 'college communications building', 'adult education', 'college academic building', 'college science building'];[0.5750629901885986, 0.5674235820770264, 0.5438940525054932, 0.46529415249824524, 0.44676673412323, 0.43480950593948364, 0.43028974533081055, 0.4258485436439514, 0.424256294965744, 0.4225451946258545, 0.421905517578125, 0.4199451208114624, 0.4170864224433899, 0.4079122543334961, 0.4074331521987915, 0.40679579973220825, 0.4066717028617859, 0.4030737280845642, 0.4012790322303772, 0.4001275897026062];library;A public library (municipal, university, �?�) to borrow books from.;community government > library;library;1;1;1;1;amenity;amenity > education
