OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
school;amenity > education > school;School and grounds - primary, middle and secondary schools;['middle school', 'primary secondary school', 'high school', 'elementary school', 'flight school', 'nursery school', 'circus school', 'religious school', 'art school', 'private school'];[0.6172566413879395, 0.5497725009918213, 0.5416648387908936, 0.537541389465332, 0.5318683385848999, 0.49791696667671204, 0.48807576298713684, 0.45109713077545166, 0.44646546244621277, 0.43751633167266846];primary secondary school;School and grounds - primary, middle and secondary schools;community government > education > primary secondary school;primary secondary school;1;1;0;1;amenity;amenity > education
traffic park;amenity > education > traffic park;Juvenile traffic schools;['driving school', 'circus school', 'flight school', 'nursery school', 'art school', 'music school', 'water park', 'college stadium', 'middle school', 'elementary school'];[0.5754865407943726, 0.5295858383178711, 0.5183386206626892, 0.4574238657951355, 0.4544794261455536, 0.45132970809936523, 0.43575555086135864, 0.4283859133720398, 0.424613893032074, 0.42077478766441345];driving school;Juvenile traffic schools;community government > education > driving school;driving school;1;1;1;1;amenity;amenity > education
university;amenity > education > university;A university campus: an institute of higher education;['university', 'college academic building', 'college engineering building', 'college technology building', 'college university', 'college arts building', 'student center', 'sorority house', 'college administrative building', 'fraternity house'];[0.5559735298156738, 0.5437817573547363, 0.5393287539482117, 0.5365501642227173, 0.5283039212226868, 0.5266705751419067, 0.5146077275276184, 0.5007252097129822, 0.5000938773155212, 0.4997701048851013];university;A university campus: an institute of higher education;community government > education > college university > university;university;1;1;1;1;amenity;amenity > education
bicycle parking;amenity > transportation > bicycle parking;Parking for bicycles;['parking', 'bike rental', 'rv park', 'bicycle store', 'urban park', 'park', 'natural park', 'trailer park', 'skate park', 'state provincial park'];[0.6909188032150269, 0.548369824886322, 0.5241419672966003, 0.44767487049102783, 0.4196050763130188, 0.38713181018829346, 0.38692784309387207, 0.3861655592918396, 0.3796549439430237, 0.37418490648269653];parking;Parking for bicycles;travel transportation > parking;parking;1;1;1;1;amenity;amenity > transportation
bicycle repair station;amenity > transportation > bicycle repair station;"General tools for self-service bicycle repairs, usually on the roadside; no service";['motorcycle repair shop', 'tire repair shop', 'automotive repair shop', 'repair service', 'vehicle inspection station', 'automotive service', 'salvage yard', 'equipment rental service', 'transmissions shop', 'computer repair service'];[0.6143262386322021, 0.5802896022796631, 0.5636153221130371, 0.5437343120574951, 0.5360581874847412, 0.533865213394165, 0.49335408210754395, 0.4810481071472168, 0.4795933663845062, 0.4707050919532776];repair service;"General tools for self-service bicycle repairs, usually on the roadside; no service";business professional services;business professional services;0;0;0;0;amenity;amenity > transportation
bicycle rental;amenity > transportation > bicycle rental;Rent a bicycle;['bike rental', 'vacation rental', 'rv park', 'boat rental', 'hotel', 'motel', 'parking', 'lodging', 'hotel pool', 'resort'];[0.7718932628631592, 0.5904499888420105, 0.5357723236083984, 0.5300829410552979, 0.5098620653152466, 0.49939289689064026, 0.496504545211792, 0.4918055236339569, 0.47851282358169556, 0.4721757471561432];bike rental;Rent a bicycle;travel transportation > bike rental;bike rental;1;1;1;1;amenity;amenity > transportation
bicycle wash;amenity > transportation > bicycle wash;Clean a bicycle;['car wash detail', 'laundry service', 'laundromat', 'dry cleaner', 'bike rental', 'professional cleaning service', 'bicycle store', 'motorcycle repair shop', 'swimming pool maintenance service', 'waste management service'];[0.5467778444290161, 0.4417371451854706, 0.4096331000328064, 0.3964666724205017, 0.39273375272750854, 0.35478878021240234, 0.3205074071884155, 0.2985925078392029, 0.2950044870376587, 0.28381600975990295];bicycle store;Clean a bicycle;business professional services;business professional services;0;0;0;0;amenity;amenity > transportation
boat rental;amenity > transportation > boat rental;Rent a Boat;['boat rental', 'boat ferry', 'canoe kayak rental', 'vacation rental', 'bike rental', 'pier', 'resort', 'hotel', 'boarding house', 'rv park'];[0.8198779821395874, 0.6191948652267456, 0.5716978311538696, 0.5582030415534973, 0.5350374579429626, 0.488494336605072, 0.4861783981323242, 0.4845271706581116, 0.4837961792945862, 0.4786289632320404];boat rental;Rent a Boat;travel transportation > boat rental;boat rental;1;1;1;1;amenity;amenity > transportation
boat sharing;amenity > transportation > boat sharing;Share a Boat;['boat rental', 'boat ferry', 'sailing club', 'cruise', 'canoe kayak rental', 'pier', 'boarding house', 'vacation rental', 'resort', 'travel transportation'];[0.6648304462432861, 0.5681002140045166, 0.46016010642051697, 0.4518214166164398, 0.435491681098938, 0.4325371980667114, 0.4232155680656433, 0.39286696910858154, 0.38435229659080505, 0.38230517506599426];boat rental;Share a Boat;travel transportation;travel transportation;0;1;0;1;amenity;amenity > transportation
bus station;amenity > transportation > bus station;May also be tagged as public_transport=station.;['public transportation', 'bus line', 'charter bus', 'bus station', 'transportation service', 'street', 'travel transportation', 'rest area', 'parking', 'travel agency'];[0.585155725479126, 0.560964822769165, 0.543936014175415, 0.5296304821968079, 0.5142456889152527, 0.47555285692214966, 0.47420501708984375, 0.45875489711761475, 0.45109519362449646, 0.4498867988586426];bus station;May also be tagged as public_transport=station.;travel transportation > transport hub > bus station;bus station;1;1;0;1;amenity;amenity > transportation
car rental;amenity > transportation > car rental;Rent a car;['bike rental', 'vacation rental', 'boat rental', 'rental car location', 'hotel', 'rv park', 'parking', 'lodging', 'resort', 'transportation service'];[0.6212754845619202, 0.5947566032409668, 0.5509600043296814, 0.5121779441833496, 0.5060714483261108, 0.5033987760543823, 0.5017726421356201, 0.4946249723434448, 0.4664091467857361, 0.46167874336242676];rental car location;Rent a car;travel transportation > transport hub > rental car location;rental car location;1;1;0;1;amenity;amenity > transportation
car sharing;amenity > transportation > car sharing;Share a car;['bike rental', 'rental car location', 'travel transportation', 'vacation rental', 'transport hub', 'transportation service', 'platform', 'public transportation', 'parking', 'cruise'];[0.4384392201900482, 0.4241477847099304, 0.42390066385269165, 0.41873541474342346, 0.41686785221099854, 0.41061487793922424, 0.40646064281463623, 0.40497684478759766, 0.4034267067909241, 0.39720794558525085];rental car location;Share a car;travel transportation;travel transportation;0;1;0;1;amenity;amenity > transportation
car wash;amenity > transportation > car wash;Wash a car;['car wash detail', 'laundromat', 'laundry service', 'classic antique car dealership', 'dry cleaner', 'motor scooter dealership', 'used car dealership', 'car dealership', 'new car dealership', 'automotive shop'];[0.6972308158874512, 0.4248712658882141, 0.42319682240486145, 0.338453084230423, 0.3264986276626587, 0.3035281002521515, 0.2965976893901825, 0.28407996892929077, 0.2823454737663269, 0.28090018033981323];car wash;Wash a car;business professional services > automotive service > car wash detail;car wash detail;0;1;1;1;amenity;amenity > transportation
compressed air;amenity > transportation > compressed air;A device to inflate tires/tyres (e.g. motorcar, bicycle);['hot air balloon tour agency', 'bike rental', 'baggage locker', 'motor scooter dealership', 'travel lounge', 'tire repair shop', 'luggage store', 'platform', 'bicycle store', 'moped dealership'];[0.3599116802215576, 0.3277106285095215, 0.3106275796890259, 0.30286988615989685, 0.2906990647315979, 0.2900867462158203, 0.2878621220588684, 0.2867869734764099, 0.28667140007019043, 0.28027141094207764];tire repair shop;A device to inflate tires/tyres (e.g. motorcar, bicycle);business professional services > automotive service > tire repair shop;tire repair shop;1;1;0;1;amenity;amenity > transportation
vehicle inspection;amenity > transportation > vehicle inspection;Government vehicle inspection;['vehicle inspection station', 'home inspection', 'car wash detail', 'public transportation', 'smog check shop', 'moped dealership', 'transportation service', 'automotive service', 'travel agency', 'towing service'];[0.6254178881645203, 0.4956919252872467, 0.3919025659561157, 0.39045438170433044, 0.38261494040489197, 0.3780824542045593, 0.3769225478172302, 0.37661850452423096, 0.3759114146232605, 0.3659462332725525];vehicle inspection station;Government vehicle inspection;business professional services > automotive service > vehicle inspection station;vehicle inspection station;1;1;1;1;amenity;amenity > transportation
charging station;amenity > transportation > charging station;Charging facility for electric vehicles;['electric vehicle charging station', 'rv park', 'fuel station', 'transportation service', 'vacation rental', 'public transportation', 'parking', 'resort', 'travel agency', 'hotel'];[0.8095223307609558, 0.4622722864151001, 0.4502480924129486, 0.42787444591522217, 0.41600528359413147, 0.414699524641037, 0.4054621160030365, 0.40482574701309204, 0.40455472469329834, 0.40452325344085693];electric vehicle charging station;Charging facility for electric vehicles;travel transportation > electric vehicle charging station;electric vehicle charging station;1;1;1;1;amenity;amenity > transportation
driver training;amenity > transportation > driver training;A place for driving training on a closed course;['driving school', 'truck stop', 'public transportation', 'transportation service', 'road', 'disc golf course', 'travel agency', 'golf course', 'bike rental', 'mini golf course'];[0.5460729598999023, 0.4562353491783142, 0.4547383189201355, 0.45254266262054443, 0.42979174852371216, 0.42940303683280945, 0.4245615005493164, 0.4163036048412323, 0.4161766767501831, 0.4115183353424072];driving school;A place for driving training on a closed course;sports recreation > race track > racecourse;racecourse;0;0;0;0;amenity;amenity > transportation
ferry terminal;amenity > transportation > ferry terminal;Ferry terminal/stop. A place where people/cars/etc. can board and leave a ferry.;['boat ferry', 'port', 'boat rental', 'pier', 'marine terminal', 'boarding house', 'tram station', 'airport tram station', 'cruise', 'platform'];[0.6117329597473145, 0.4645730257034302, 0.46004655957221985, 0.4559019207954407, 0.4466904401779175, 0.42531341314315796, 0.4204992651939392, 0.40178316831588745, 0.38591688871383667, 0.3856930434703827];marine terminal;Ferry terminal/stop. A place where people/cars/etc. can board and leave a ferry.;travel transportation > pier;pier;0;1;0;1;amenity;amenity > transportation
fuel;amenity > transportation > fuel;"Petrol station; gas station; marine fuel; … Streets to petrol stations are often tagged highway=service.";['fuel station', 'transportation service', 'rail station', 'public transportation', 'limo service', 'bus station', 'light rail station', 'marine terminal', 'vehicle inspection station', 'metro station'];[0.6962317824363708, 0.47980523109436035, 0.4478951096534729, 0.443506121635437, 0.4165309965610504, 0.41254937648773193, 0.4096513092517853, 0.4003147482872009, 0.39869582653045654, 0.3986552953720093];fuel station;"Petrol station; gas station; marine fuel; �?� Streets to petrol stations are often tagged highway=service.";travel transportation > fuel station;fuel station;1;1;1;1;amenity;amenity > transportation
