OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
traffic park;amenity > education > traffic park;Juvenile traffic schools;['driving school', 'summer camp', 'music school', 'amusement park', 'playground', 'middle school', 'primary secondary school', 'flight school', 'art school', 'skate park'];[0.5719738602638245, 0.44000566005706787, 0.4349759817123413, 0.43127864599227905, 0.4305083155632019, 0.4291050434112549, 0.4199013113975525, 0.41791653633117676, 0.4162245988845825, 0.41420161724090576];driving school;Juvenile traffic schools;community government > education > driving school;driving school;1;1;amenity;amenity > education
university;amenity > education > university;A university campus: an institute of higher education;['college quad', 'college technology building', 'college cafeteria', 'college university', 'university', 'college lab', 'college engineering building', 'student center', 'college science building', 'college football field'];[0.5773048400878906, 0.5457981824874878, 0.5322516560554504, 0.5279914140701294, 0.5199498534202576, 0.514430582523346, 0.5138878226280212, 0.5003936290740967, 0.499724417924881, 0.4955957531929016];university;A university campus: an institute of higher education;community government > education > college university > university;university;1;1;amenity;amenity > education
bicycle parking;amenity > transportation > bicycle parking;Parking for bicycles;['bike rental', 'parking', 'skate park', 'rv park', 'motel', 'bicycle store', 'park', 'amusement park', 'natural park', 'urban park'];[0.5339192748069763, 0.5215073823928833, 0.4956774115562439, 0.49409788846969604, 0.48666197061538696, 0.4516585171222687, 0.4094125032424927, 0.3920954763889313, 0.3825959861278534, 0.38167083263397217];parking;Parking for bicycles;travel transportation > parking;parking;1;1;amenity;amenity > transportation
bicycle repair station;amenity > transportation > bicycle repair station;"General tools for self-service bicycle repairs, usually on the roadside; no service";['motorcycle repair shop', 'tire repair shop', 'automotive repair shop', 'automotive service', 'automotive shop', 'repair service', 'transmissions shop', 'salvage yard', 'equipment rental service', 'bike rental'];[0.6277097463607788, 0.6182198524475098, 0.5991717576980591, 0.5916324853897095, 0.553638756275177, 0.5433496236801147, 0.5358526706695557, 0.5124059915542603, 0.502540111541748, 0.49784550070762634];repair service;"General tools for self-service bicycle repairs, usually on the roadside; no service";business professional services;business professional services;0;1;amenity;amenity > transportation
bicycle rental;amenity > transportation > bicycle rental;Rent a bicycle;['bike rental', 'vacation rental', 'boat rental', 'resort', 'hostel', 'motel', 'hotel', 'lodge', 'rv park', 'hotel pool'];[0.6963565349578857, 0.5120968818664551, 0.5043500661849976, 0.47544366121292114, 0.46920883655548096, 0.45193248987197876, 0.45052799582481384, 0.44975417852401733, 0.4448801875114441, 0.4288562536239624];bike rental;Rent a bicycle;travel transportation > bike rental;bike rental;1;1;amenity;amenity > transportation
bicycle wash;amenity > transportation > bicycle wash;Clean a bicycle;['laundry service', 'car wash detail', 'dry cleaner', 'laundromat', 'bike rental', 'bicycle store', 'professional cleaning service', 'motorcycle repair shop', 'swimming pool maintenance service', 'swimming pool supply store'];[0.47174447774887085, 0.4647367596626282, 0.46293801069259644, 0.4498506188392639, 0.37598714232444763, 0.34452033042907715, 0.3431667387485504, 0.3151382505893707, 0.3116496801376343, 0.29717230796813965];bike rental;Clean a bicycle;business professional services;business professional services;0;0;amenity;amenity > transportation
boat rental;amenity > transportation > boat rental;Rent a Boat;['boat rental', 'canoe kayak rental', 'boat ferry', 'vacation rental', 'pier', 'bike rental', 'resort', 'boarding house', 'rv park', 'cruise'];[0.7678297758102417, 0.5897667407989502, 0.5356095433235168, 0.48662108182907104, 0.4629775881767273, 0.46244412660598755, 0.45305323600769043, 0.45272958278656006, 0.45187970995903015, 0.44520899653434753];boat rental;Rent a Boat;travel transportation > boat rental;boat rental;1;1;amenity;amenity > transportation
boat sharing;amenity > transportation > boat sharing;Share a Boat;['boat rental', 'boat ferry', 'floating market', 'port', 'canoe kayak rental', 'hostel', 'sailing club', 'cruise', 'pier', 'train'];[0.6275166273117065, 0.5630795955657959, 0.46145176887512207, 0.4538092613220215, 0.4502899646759033, 0.44504880905151367, 0.44493579864501953, 0.4440743327140808, 0.42450183629989624, 0.4089997410774231];boat rental;Share a Boat;travel transportation;travel transportation;0;1;amenity;amenity > transportation
bus station;amenity > transportation > bus station;May also be tagged as public_transport=station.;['public transportation', 'charter bus', 'bus line', 'transportation service', 'travel transportation', 'transport hub', 'bus station', 'train', 'corporate amenity', 'bus stop'];[0.560150682926178, 0.5367961525917053, 0.5255407094955444, 0.4978386163711548, 0.47837379574775696, 0.4730493128299713, 0.4423765242099762, 0.43895530700683594, 0.43565988540649414, 0.4353160858154297];bus station;May also be tagged as public_transport=station.;travel transportation > transport hub > bus station;bus station;1;1;amenity;amenity > transportation
car rental;amenity > transportation > car rental;Rent a car;['bike rental', 'vacation rental', 'limo service', 'boat rental', 'rental car location', 'rental service', 'rv park', 'resort', 'taxi', 'hostel'];[0.5385648012161255, 0.5275731086730957, 0.5077669620513916, 0.5063513517379761, 0.4924278259277344, 0.45317965745925903, 0.4515550136566162, 0.44835877418518066, 0.4478645622730255, 0.447024405002594];rental car location;Rent a car;travel transportation > transport hub > rental car location;rental car location;1;1;amenity;amenity > transportation
car sharing;amenity > transportation > car sharing;Share a car;['hostel', 'train', 'transportation service', 'limo service', 'travel transportation', 'new car dealership', 'transport hub', 'used car dealership', 'bike rental', 'rv motorhome dealership'];[0.48372218012809753, 0.45749786496162415, 0.43026360869407654, 0.42007750272750854, 0.4139082431793213, 0.4050467610359192, 0.39069217443466187, 0.3895423710346222, 0.382630854845047, 0.3730109930038452];transportation service;Share a car;travel transportation;travel transportation;0;1;amenity;amenity > transportation
car wash;amenity > transportation > car wash;Wash a car;['car wash detail', 'laundromat', 'laundry service', 'dry cleaner', 'limo service', 'new car dealership', 'car dealership', 'automotive shop', 'classic antique car dealership', 'used car dealership'];[0.5390452742576599, 0.48508501052856445, 0.4107058048248291, 0.3656808137893677, 0.3393239378929138, 0.3345014452934265, 0.31429487466812134, 0.31257152557373047, 0.3079017400741577, 0.3073083162307739];car wash detail;Wash a car;business professional services > automotive service > car wash detail;car wash detail;1;1;amenity;amenity > transportation
compressed air;amenity > transportation > compressed air;A device to inflate tires/tyres (e.g. motorcar, bicycle);['plane', 'bicycle store', 'motor scooter dealership', 'bike rental', 'tire repair shop', 'luggage store', 'hot air balloon tour agency', 'moped dealership', 'dive store', 'heliport'];[0.3936890959739685, 0.3474389314651489, 0.3236927390098572, 0.31652820110321045, 0.3012174367904663, 0.2951267957687378, 0.28169143199920654, 0.28052154183387756, 0.2785310745239258, 0.2724449932575226];tire repair shop;A device to inflate tires/tyres (e.g. motorcar, bicycle);business professional services > automotive service > tire repair shop;tire repair shop;1;1;amenity;amenity > transportation
vehicle inspection;amenity > transportation > vehicle inspection;Government vehicle inspection;['vehicle inspection station', 'home inspection', 'smog check shop', 'salvage yard', 'corporate amenity', 'automotive repair shop', 'car wash detail', 'motor scooter dealership', 'transmissions shop', 'automotive service'];[0.6410684585571289, 0.44071412086486816, 0.41867688298225403, 0.4098515808582306, 0.40391480922698975, 0.39591777324676514, 0.39289411902427673, 0.3833927810192108, 0.38196370005607605, 0.381359338760376];vehicle inspection station;Government vehicle inspection;business professional services > automotive service > vehicle inspection station;vehicle inspection station;1;1;amenity;amenity > transportation
charging station;amenity > transportation > charging station;Charging facility for electric vehicles;['electric vehicle charging station', 'power plant', 'resort', 'corporate amenity', 'rv park', 'tram station', 'transportation service', 'limo service', 'boat rental', 'fuel station'];[0.7626739144325256, 0.4642687737941742, 0.44401252269744873, 0.4245055913925171, 0.416015088558197, 0.40973520278930664, 0.4087393879890442, 0.40377968549728394, 0.3966716527938843, 0.39327338337898254];electric vehicle charging station;Charging facility for electric vehicles;travel transportation > electric vehicle charging station;electric vehicle charging station;1;1;amenity;amenity > transportation
driver training;amenity > transportation > driver training;A place for driving training on a closed course;['driving school', 'truck stop', 'gym studio', 'limo service', 'track', 'taxi', 'equestrian facility', 'skydiving center', 'disc golf course', 'gym'];[0.6824151277542114, 0.5083843469619751, 0.4194316565990448, 0.4085277318954468, 0.4076758027076721, 0.3999260663986206, 0.39223065972328186, 0.3866997957229614, 0.38480740785598755, 0.3765006363391876];driving school;A place for driving training on a closed course;sports recreation > race track > racecourse;racecourse;0;0;amenity;amenity > transportation
ferry terminal;amenity > transportation > ferry terminal;Ferry terminal/stop. A place where people/cars/etc. can board and leave a ferry.;['boat ferry', 'port', 'boat rental', 'marine terminal', 'travel transportation', 'pier', 'transportation service', 'taxi', 'tram station', 'train'];[0.5521495342254639, 0.4611949920654297, 0.4463627338409424, 0.41331958770751953, 0.4015405774116516, 0.3998930752277374, 0.3973155617713928, 0.39561060070991516, 0.3879493772983551, 0.3827212452888489];marine terminal;Ferry terminal/stop. A place where people/cars/etc. can board and leave a ferry.;travel transportation > pier;pier;0;0;amenity;amenity > transportation
fuel;amenity > transportation > fuel;"Petrol station; gas station; marine fuel; … Streets to petrol stations are often tagged highway=service.";['fuel station', 'transportation service', 'vehicle inspection station', 'transport hub', 'petroleum supplier', 'limo service', 'light rail station', 'utility company', 'train', 'smog check shop'];[0.6398590803146362, 0.4408474564552307, 0.40729227662086487, 0.40006762742996216, 0.39482587575912476, 0.3933511972427368, 0.3920675218105316, 0.3881354331970215, 0.38669854402542114, 0.3834197521209717];fuel station;"Petrol station; gas station; marine fuel; �?� Streets to petrol stations are often tagged highway=service.";travel transportation > fuel station;fuel station;1;1;amenity;amenity > transportation
grit bin;amenity > transportation > grit bin;A container that holds grit or a mixture of salt and grit.;['packaging supply store', 'recycling facility', 'salvage yard', 'storage facility', 'baggage locker', 'distribution center', 'corporate amenity', 'floating market', 'construction supplies store', 'bagel shop'];[0.3404105305671692, 0.31210240721702576, 0.31114739179611206, 0.29080551862716675, 0.2847861647605896, 0.28426897525787354, 0.2832624912261963, 0.276396244764328, 0.2676793336868286, 0.26478415727615356];storage facility;A container that holds grit or a mixture of salt and grit.;travel transportation > road;road;0;0;amenity;amenity > transportation
