OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
runway;aeroway > runway;A strip of land on which aircraft can take off and land.;['airport', 'airfield', 'airport gate', 'heliport', 'plane', 'platform', 'airport service', 'flight school', 'international airport', 'island', 'hill', 'gymnastics', 'rugby', 'skydiving drop zone', 'building land surveyor', 'baggage claim', 'bay', 'airport terminal', 'ski chairlift', 'airport tram station', 'intersection', 'farm', 'dutyfree store', 'field', 'skydiving center', 'private airport', 'rugby pitch', 'bridge', 'hockey', 'airport ticket counter'];[0.44938552379608154, 0.44349533319473267, 0.4037390947341919, 0.36120182275772095, 0.3211480975151062, 0.2714312672615051, 0.26489686965942383, 0.25974708795547485, 0.2551373839378357, 0.25086283683776855, 0.24914133548736572, 0.2463650405406952, 0.23933005332946777, 0.23150119185447693, 0.21618059277534485, 0.21276623010635376, 0.21155449748039246, 0.20959261059761047, 0.20172372460365295, 0.19882303476333618, 0.1982324719429016, 0.19707044959068298, 0.19573597609996796, 0.19510604441165924, 0.18821215629577637, 0.18269874155521393, 0.1822502315044403, 0.17904409766197205, 0.17579445242881775, 0.17572283744812012];airfield;A strip of land on which aircraft can take off and land.;travel transportation > transport hub > airport;airport;0;1;aeroway;aeroway > runway
spaceport;aeroway > spaceport;A spaceport or cosmodrome: a site for launching or receiving spacecraft;['airport', 'international airport', 'airport service', 'marine terminal', 'airport terminal', 'airfield', 'airport tram station', 'airport gate', 'airport lounge', 'airport ticket counter', 'light rail station', 'private airport', 'pedestrian plaza', 'heliport', 'platform', 'observatory', 'flight school', 'track stadium', 'college stadium', 'hot air balloon tour agency', 'metro station', 'port', 'pier', 'airport food court', 'plane', 'transport hub', 'golf club', 'boat launch', 'tennis stadium', 'event space'];[0.48004478216171265, 0.4289858341217041, 0.41887927055358887, 0.41871052980422974, 0.41247832775115967, 0.3947804570198059, 0.38396841287612915, 0.3815256357192993, 0.37165409326553345, 0.35420316457748413, 0.33674538135528564, 0.3365135192871094, 0.3354523181915283, 0.3283849358558655, 0.3183256983757019, 0.30985310673713684, 0.30729734897613525, 0.30624932050704956, 0.30301302671432495, 0.30264946818351746, 0.302345335483551, 0.2998387813568115, 0.29962438344955444, 0.2982930541038513, 0.29494422674179077, 0.2857368588447571, 0.2828821539878845, 0.28026360273361206, 0.27922964096069336, 0.2783367931842804];airport;A spaceport or cosmodrome: a site for launching or receiving spacecraft;travel transportation;travel transportation;0;1;aeroway;aeroway > spaceport
taxiway;aeroway > taxiway;A route where airplanes manouevre between runways and parking areas within an aerodrome;['airfield', 'airport gate', 'airport', 'heliport', 'airport service', 'international airport', 'airport lounge', 'taxi stand', 'private airport', 'plane', 'parking', 'airport tram station', 'airport terminal', 'platform', 'transport hub', 'airport ticket counter', 'motel', 'airport food court', 'hot air balloon tour agency', 'pedestrian plaza', 'street', 'baggage claim', 'urban park', 'taxi', 'intersection', 'lodge', 'skydiving drop zone', 'skydiving center', 'park', 'skate park'];[0.5641107559204102, 0.5208063125610352, 0.511807918548584, 0.5065256953239441, 0.4999035596847534, 0.4871004819869995, 0.482404887676239, 0.45529088377952576, 0.43384164571762085, 0.4334244728088379, 0.4024280309677124, 0.3989444077014923, 0.38419416546821594, 0.37270957231521606, 0.37270215153694153, 0.36216211318969727, 0.36116719245910645, 0.3470234274864197, 0.3430628180503845, 0.3404068946838379, 0.33963748812675476, 0.33838656544685364, 0.3214223384857178, 0.31360453367233276, 0.31357020139694214, 0.3020193576812744, 0.3009142279624939, 0.29778575897216797, 0.2960616946220398, 0.2947714924812317];airfield;A route where airplanes manouevre between runways and parking areas within an aerodrome;travel transportation > transport hub > airport > airfield;airfield;1;1;aeroway;aeroway > taxiway
terminal;aeroway > terminal;An airport passenger building;['airport terminal', 'airport gate', 'airport', 'international airport', 'airport service', 'airport lounge', 'private airport', 'airport tram station', 'plane', 'airfield', 'palace', 'airport ticket counter', 'pedestrian plaza', 'street', 'platform', 'plaza', 'pier', 'structure', 'fire station', 'airport food court', 'travel lounge', 'club house', 'baggage claim', 'flight school', 'metro station', 'city hall', 'hot air balloon tour agency', 'shopping mall', 'marine terminal', 'rooftop bar'];[0.6022073030471802, 0.520526111125946, 0.47043564915657043, 0.4701439142227173, 0.4555633068084717, 0.4501933157444, 0.4431856870651245, 0.41235166788101196, 0.37776631116867065, 0.3770095109939575, 0.36401692032814026, 0.3438444435596466, 0.33893537521362305, 0.3332618474960327, 0.3275235891342163, 0.32678157091140747, 0.3243759870529175, 0.3242303133010864, 0.32376739382743835, 0.3181998133659363, 0.31380948424339294, 0.3077199459075928, 0.30719900131225586, 0.3043939173221588, 0.30217838287353516, 0.29847386479377747, 0.2955072522163391, 0.2943698763847351, 0.2937096059322357, 0.2926473617553711];airport terminal;An airport passenger building;travel transportation > transport hub > airport > airport terminal;airport terminal;1;1;aeroway;aeroway > terminal
windsock;aeroway > windsock;An object that shows wind direction and speed.;['windmill', 'plane', 'smog check shop', 'renewable energy service', 'airport gate', 'heating ventilating air conditioning contractor', 'ramen restaurant', 'hot air balloon tour agency', 'tiki bar', 'samgyetang restaurant', 'surf spot', 'ear nose throat doctor', 'river', 'flight school', 'lighthouse', 'harbor marina', 'waterfall', 'tanning salon', 'peking duck restaurant', 'canal lock', 'sailing club', 'airport service', 'go kart track', 'surfing', 'baggage claim', 'theme restaurant', 'airport ticket counter', 'lottery retailer', 'race track', 'respiratory doctor'];[0.3133487403392792, 0.160307839512825, 0.15784835815429688, 0.1462453454732895, 0.14541681110858917, 0.1448875069618225, 0.14437392354011536, 0.13926304876804352, 0.13393956422805786, 0.1323569416999817, 0.1317317932844162, 0.12567055225372314, 0.12090401351451874, 0.11801965534687042, 0.11744943261146545, 0.115106001496315, 0.11470307409763336, 0.11454189568758011, 0.11446351557970047, 0.11372362077236176, 0.11344590038061142, 0.11210708320140839, 0.1114410012960434, 0.11064067482948303, 0.10875401645898819, 0.10865291953086853, 0.1075076088309288, 0.10689915716648102, 0.10658804327249527, 0.10536651313304901];airport gate;An object that shows wind direction and speed.;landmarks outdoors;landmarks outdoors;0;0;aeroway;aeroway > windsock
bar;amenity > sustenance > bar;"Bar is a purpose-built commercial establishment that sells alcoholic drinks to be consumed on the premises. They are characterised by a noisy and vibrant atmosphere, similar to a party and usually don't sell food. See also the description of the tags amenity=pub;bar;restaurant for a distinction between these.";['pub', 'cocktail bar', 'rooftop bar', 'bar', 'whisky bar', 'gay bar', 'gastropub', 'beer bar', 'lounge', 'hotel bar', 'champagne bar', 'sports bar', 'dive bar', 'beer festival', 'wine bar', 'dining drinking', 'night market', 'irish pub', 'speakeasy', 'beer garden', 'apres ski bar', 'corporate amenity', 'beach bar', 'night club', 'caterer', 'karaoke bar', 'piano bar', 'steakhouse', 'resort', 'bbq joint'];[0.6172674894332886, 0.5971784591674805, 0.5937516093254089, 0.5934017300605774, 0.5653265714645386, 0.5607918500900269, 0.5587137937545776, 0.5564037561416626, 0.5510203838348389, 0.5376669764518738, 0.5361630320549011, 0.5350033640861511, 0.5280745029449463, 0.5275679230690002, 0.520426869392395, 0.5163912773132324, 0.5108694434165955, 0.5085102915763855, 0.494431734085083, 0.49244198203086853, 0.4889381229877472, 0.48341822624206543, 0.4833300709724426, 0.48218539357185364, 0.47531867027282715, 0.47516733407974243, 0.4734603762626648, 0.46893078088760376, 0.46843892335891724, 0.46746987104415894];bar;"Bar is a purpose-built commercial establishment that sells alcoholic drinks to be consumed on the premises. They are characterised by a noisy and vibrant atmosphere, similar to a party and usually don't sell food. See also the description of the tags amenity=pub;bar;restaurant for a distinction between these.";dining drinking > bar;bar;1;1;amenity;amenity > sustenance
biergarten;amenity > sustenance > biergarten;"Biergarten or beer garden is an open-air area where alcoholic beverages along with food is prepared and served. See also the description of the tags amenity=pub;bar;restaurant. A biergarten can commonly be found attached to a beer hall, pub, bar, or restaurant. In this case, you can use biergarten=yes additional to amenity=pub;bar;restaurant.";['beer garden', 'pub', 'bar', 'brewery', 'beer bar', 'whisky bar', 'cocktail bar', 'gastropub', 'rooftop bar', 'kebab restaurant', 'food court', 'bagel shop', 'cafeteria', 'bbq joint', 'hotel bar', 'gay bar', 'beer festival', 'beer store', 'restaurant', 'burger joint', 'lounge', 'sports bar', 'belgian restaurant', 'snack place', 'scottish restaurant', 'breakfast spot', 'resort', 'steakhouse', 'wings joint', 'distillery'];[0.5666103959083557, 0.5083438158035278, 0.49019718170166016, 0.4852183163166046, 0.4778909683227539, 0.4767186641693115, 0.4705037474632263, 0.4700247049331665, 0.4672969579696655, 0.46351906657218933, 0.4602249264717102, 0.4534153938293457, 0.45178693532943726, 0.45131731033325195, 0.4495126008987427, 0.4459434449672699, 0.4451322555541992, 0.4447467625141144, 0.4239930808544159, 0.42348718643188477, 0.4220684766769409, 0.42171332240104675, 0.42063194513320923, 0.42046695947647095, 0.419607937335968, 0.41865625977516174, 0.4182930588722229, 0.41717612743377686, 0.4127041697502136, 0.41184377670288086];beer garden;"Biergarten or beer garden is an open-air area where alcoholic beverages along with food is prepared and served. See also the description of the tags amenity=pub;bar;restaurant. A biergarten can commonly be found attached to a beer hall, pub, bar, or restaurant. In this case, you can use biergarten=yes additional to amenity=pub;bar;restaurant.";dining drinking > bar > beer garden;beer garden;1;1;amenity;amenity > sustenance
cafe;amenity > sustenance > cafe;"Cafe is generally an informal place that offers casual meals and beverages; typically, the focus is on coffee or tea. Also known as a coffeehouse/shop, bistro or sidewalk cafe. The kind of food served may be mapped with the tags cuisine=* and diet:*=*. See also the tags amenity=restaurant;bar;fast_food.";['dining drinking', 'cafe', 'breakfast spot', 'bistro', 'coffee shop', 'soup spot', 'creperie', 'pet cafe', 'gastropub', 'sandwich spot', 'internet cafe', 'estaminet', 'cafe coffee tea house', 'smoothie shop', 'gaming cafe', 'tea room', 'snack place', 'waffle shop', 'comfort food restaurant', 'lounge', 'scottish restaurant', 'diner', 'pie shop', 'cafeteria', 'corporate coffee shop', 'salad restaurant', 'bbq joint', 'restaurant', 'steakhouse', 'inn'];[0.6634796857833862, 0.643214762210846, 0.6002050638198853, 0.5939884185791016, 0.5897919535636902, 0.5844154357910156, 0.5815625190734863, 0.5700548887252808, 0.5627614259719849, 0.5546725988388062, 0.5501140356063843, 0.5493462085723877, 0.5466679930686951, 0.540877103805542, 0.5197885036468506, 0.5145986676216125, 0.5091345906257629, 0.5069477558135986, 0.5044475197792053, 0.48797422647476196, 0.48786258697509766, 0.4873400330543518, 0.48725229501724243, 0.48700982332229614, 0.48621946573257446, 0.48315197229385376, 0.4825064539909363, 0.48188936710357666, 0.47790271043777466, 0.47082018852233887];cafe;"Cafe is generally an informal place that offers casual meals and beverages; typically, the focus is on coffee or tea. Also known as a coffeehouse/shop, bistro or sidewalk cafe. The kind of food served may be mapped with the tags cuisine=* and diet:*=*. See also the tags amenity=restaurant;bar;fast_food.";dining drinking > cafe coffee tea house > cafe;cafe;1;1;amenity;amenity > sustenance
fast food;amenity > sustenance > fast food;Fast food restaurant (see also amenity=restaurant). The kind of food served can be tagged with cuisine=* and diet:*=*.;['salad restaurant', 'burger joint', 'fast food restaurant', 'snack place', 'mediterranean restaurant', 'comfort food restaurant', 'friterie', 'food court', 'agriturismo', 'restaurant', 'gastropub', 'southern food restaurant', 'american restaurant', 'soup spot', 'vegan vegetarian restaurant', 'steakhouse', 'bistro', 'kaiseki restaurant', 'buffet', 'sundanese restaurant', 'breakfast spot', 'seafood restaurant', 'puerto rican restaurant', 'noodle restaurant', 'new american restaurant', 'cafeteria', 'hawaiian restaurant', 'meze restaurant', 'wings joint', 'andhra restaurant'];[0.5859471559524536, 0.5708913207054138, 0.5680334568023682, 0.563774824142456, 0.5529065132141113, 0.545699417591095, 0.5388652682304382, 0.5376505851745605, 0.5328742861747742, 0.5300137996673584, 0.5295355916023254, 0.5238467454910278, 0.5170192718505859, 0.5124471783638, 0.5109637379646301, 0.5084497928619385, 0.5083783268928528, 0.5069509744644165, 0.506524384021759, 0.5058022141456604, 0.5055257678031921, 0.5048216581344604, 0.5037007927894592, 0.5020276308059692, 0.5001688003540039, 0.49966955184936523, 0.4970540404319763, 0.4969218373298645, 0.49643468856811523, 0.49446678161621094];fast food restaurant;Fast food restaurant (see also amenity=restaurant). The kind of food served can be tagged with cuisine=* and diet:*=*.;dining drinking > restaurant > fast food restaurant;fast food restaurant;1;1;amenity;amenity > sustenance
food court;amenity > sustenance > food court;An area with several different restaurant food counters and a shared eating area. Commonly found in malls, airports, etc.;['food court', 'airport food court', 'street food gathering', 'cafeteria', 'street fair', 'salad restaurant', 'food stand', 'rest area', 'gastropub', 'food distribution center', 'snack place', 'soup spot', 'restaurant', 'caterer', 'breakfast spot', 'gourmet store', 'food truck', 'beer garden', 'friterie', 'festival', 'bistro', 'sandwich spot', 'food beverage service', 'internet cafe', 'agriturismo', 'malay restaurant', 'hot dog joint', 'corporate cafeteria', 'dining drinking', 'dessert shop'];[0.7188135981559753, 0.6393259167671204, 0.5981645584106445, 0.580225944519043, 0.5671581029891968, 0.5667595863342285, 0.560070276260376, 0.5565286874771118, 0.5556676387786865, 0.5498923063278198, 0.5425008535385132, 0.5396348237991333, 0.5372297167778015, 0.5345945358276367, 0.5312190055847168, 0.529233992099762, 0.5278937816619873, 0.5173408389091492, 0.5119983553886414, 0.506952702999115, 0.5030097961425781, 0.5007199048995972, 0.4950769245624542, 0.4949184060096741, 0.4937705099582672, 0.49297940731048584, 0.4928976595401764, 0.49138855934143066, 0.49087733030319214, 0.486575186252594];food court;An area with several different restaurant food counters and a shared eating area. Commonly found in malls, airports, etc.;dining drinking > food court;food court;1;1;amenity;amenity > sustenance
