OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
taxi;amenity > transportation > taxi;A place where taxis wait for passengers.;['taxi stand', 'taxi', 'travel lounge', 'platform', 'transportation service'];[0.73526930809021, 0.5912696123123169, 0.5202541351318359, 0.43387678265571594, 0.4201635420322418];taxi stand;A place where taxis wait for passengers.;travel transportation > transport hub > taxi stand;taxi stand;1;1;amenity;amenity > transportation
weighbridge;amenity > transportation > weighbridge;A large weight scale to weigh vehicles and goods;['transportation service', 'train', 'boat ferry', 'travel transportation', 'shipping freight material transportation service'];[0.4468013048171997, 0.44267749786376953, 0.43271684646606445, 0.41712549328804016, 0.3852635622024536];shipping freight material transportation service;A large weight scale to weigh vehicles and goods;travel transportation;travel transportation;0;0;amenity;amenity > transportation
atm;amenity > financial > atm;Automated teller machine (ATM) or cashpoint: a device that provides the clients of a financial institution with access to financial transactions.;['atm', 'bank', 'banking finance', 'financial service', 'credit union'];[0.6943445205688477, 0.5794541239738464, 0.514487624168396, 0.4960046410560608, 0.4516623914241791];atm;Automated teller machine (ATM) or cashpoint: a device that provides the clients of a financial institution with access to financial transactions.;business professional services > financial service > banking finance > atm;atm;1;1;amenity;amenity > financial
payment terminal;amenity > financial > payment terminal;Self-service payment kiosk/terminal;['banking finance', 'bank', 'financial service', 'credit union', 'atm'];[0.4763895571231842, 0.47324687242507935, 0.46905946731567383, 0.45495158433914185, 0.44756925106048584];financial service;Self-service payment kiosk/terminal;business professional services > financial service > banking finance > atm;atm;0;0;amenity;amenity > financial
bank;amenity > financial > bank;Bank or credit union: a financial establishment where customers can deposit and withdraw money, take loans, make investments and transfer funds.;['banking finance', 'bank', 'credit union', 'atm', 'financial service'];[0.5967246294021606, 0.5754209756851196, 0.5249699354171753, 0.5173837542533875, 0.49553728103637695];bank;Bank or credit union: a financial establishment where customers can deposit and withdraw money, take loans, make investments and transfer funds.;business professional services > financial service > banking finance > bank;bank;1;1;amenity;amenity > financial
bureau de change;amenity > financial > bureau de change;Bureau de change, money changer, currency exchange, Wechsel, cambio – a place to change foreign bank notes and travellers cheques.;['currency exchange', 'bank', 'atm', 'check cashing service', 'banking finance'];[0.5322442054748535, 0.4664807915687561, 0.3987135589122772, 0.3796776831150055, 0.3772791624069214];currency exchange;Bureau de change, money changer, currency exchange, Wechsel, cambio �?? a place to change foreign bank notes and travellers cheques.;business professional services > financial service > currency exchange;currency exchange;1;1;amenity;amenity > financial
money transfer;amenity > financial > money transfer;A place that offers money transfers, especially cash to cash;['bank', 'atm', 'banking finance', 'financial service', 'check cashing service'];[0.5402281284332275, 0.49788692593574524, 0.4917683005332947, 0.44744041562080383, 0.4437636435031891];financial service;A place that offers money transfers, especially cash to cash;business professional services > financial service;financial service;1;1;amenity;amenity > financial
payment centre;amenity > financial > payment centre;A non-bank place, where people can pay bills of public and private services and taxes.;['credit union', 'collections service', 'banking finance', 'bank', 'home private'];[0.43120184540748596, 0.41302183270454407, 0.41119635105133057, 0.40583550930023193, 0.3863232731819153];collections service;A non-bank place, where people can pay bills of public and private services and taxes.;business professional services > financial service;financial service;0;1;amenity;amenity > financial
baby hatch;amenity > healthcare > baby hatch;A place where a baby can be, out of necessity, anonymously left to be safely cared for and perhaps adopted.;['maternity clinic', 'urgent care center', 'cabin', 'baby store', 'animal shelter'];[0.5236715078353882, 0.42944687604904175, 0.3652231991291046, 0.3592076599597931, 0.3567053973674774];maternity clinic;A place where a baby can be, out of necessity, anonymously left to be safely cared for and perhaps adopted.;community government;community government;0;0;amenity;amenity > healthcare
clinic;amenity > healthcare > clinic;A medium-sized medical facility or health centre.;['medical center', 'health medicine', 'corporate amenity', 'healthcare clinic', 'urgent care center'];[0.6535570025444031, 0.6487106084823608, 0.6396167278289795, 0.619317889213562, 0.5895005464553833];healthcare clinic;A medium-sized medical facility or health centre.;health medicine > healthcare clinic;healthcare clinic;1;1;amenity;amenity > healthcare
dentist;amenity > healthcare > dentist;A dentist practice / surgery.;['dentist', 'oral surgeon', 'anesthesiologist', 'plastic surgeon', 'corporate amenity'];[0.6232259273529053, 0.5896898508071899, 0.4813586175441742, 0.3868451714515686, 0.3854670226573944];dentist;A dentist practice / surgery.;health medicine > dentist;dentist;1;1;amenity;amenity > healthcare
doctors;amenity > healthcare > doctors;A doctor's practice / surgery.;['anesthesiologist', 'plastic surgeon', 'orthopedic surgeon', 'general surgeon', 'corporate amenity'];[0.6270403861999512, 0.5506265163421631, 0.5456242561340332, 0.5182175636291504, 0.5114379525184631];corporate amenity;A doctor's practice / surgery.;health medicine > physician > general surgeon;general surgeon;0;0;amenity;amenity > healthcare
hospital;amenity > healthcare > hospital;A hospital providing in-patient medical treatment. Often used in conjunction with emergency=* to note whether the medical centre has emergency facilities (A&E (brit.) or ER (am.));['emergency room', 'ambulance service', 'urgent care center', 'health medicine', 'hospital unit'];[0.6801786422729492, 0.5793625116348267, 0.5732691287994385, 0.5385653376579285, 0.5338137745857239];hospital unit;A hospital providing in-patient medical treatment. Often used in conjunction with emergency=* to note whether the medical centre has emergency facilities (A&E (brit.) or ER (am.));health medicine > hospital > hospital unit;hospital unit;1;1;amenity;amenity > healthcare
nursing home;amenity > healthcare > nursing home;Discouraged tag for a home for disabled or elderly persons who need permanent care. Use amenity=social_facility + social_facility=nursing_home now.;['nursing home', 'assisted living service', 'retirement home', 'assisted living', 'home health care service'];[0.6538984179496765, 0.6201046705245972, 0.610854983329773, 0.5711233019828796, 0.5179133415222168];nursing home;Discouraged tag for a home for disabled or elderly persons who need permanent care. Use amenity=social_facility + social_facility=nursing_home now.;health medicine > nursing home;nursing home;1;1;amenity;amenity > healthcare
pharmacy;amenity > healthcare > pharmacy;"Pharmacy: a shop where a pharmacist sells medications
dispensing=yes/no - availability of prescription-only medications";['pharmacy', 'drugstore', 'supplement store', 'medical supply store', 'alternative medicine clinic'];[0.7123726606369019, 0.5868635177612305, 0.45170024037361145, 0.4279608726501465, 0.3991915285587311];pharmacy;"Pharmacy: a shop where a pharmacist sells medications
dispensing=yes/no - availability of prescription-only medications";retail > pharmacy;pharmacy;1;1;amenity;amenity > healthcare
social facility;amenity > healthcare > social facility;A facility that provides social services: group & nursing homes, workshops for the disabled, homeless shelters, etc.;['homeless shelter', 'nursing home', 'corporate amenity', 'rehabilitation center', 'health medicine'];[0.6075551509857178, 0.6001208424568176, 0.5918434858322144, 0.5749080181121826, 0.5675455927848816];homeless shelter;A facility that provides social services: group & nursing homes, workshops for the disabled, homeless shelters, etc.;community government > public social service;public social service;0;0;amenity;amenity > healthcare
veterinary;amenity > healthcare > veterinary;A place where a veterinary surgeon, also known as a veterinarian or vet, practices.;['veterinarian', 'corporate amenity', 'anesthesiologist', 'pet service', 'equestrian facility'];[0.6650449633598328, 0.467523992061615, 0.4459075927734375, 0.42206239700317383, 0.3998171091079712];veterinarian;A place where a veterinary surgeon, also known as a veterinarian or vet, practices.;health medicine > veterinarian;veterinarian;1;1;amenity;amenity > healthcare
arts centre;amenity > entertainment arts culture > arts centre;A venue where a variety of arts are performed or conducted;['arts entertainment', 'music venue', 'party center', 'amphitheater', 'performing arts venue'];[0.7075638175010681, 0.6906865835189819, 0.6886398792266846, 0.6821668148040771, 0.6729170083999634];arts entertainment;A venue where a variety of arts are performed or conducted;arts entertainment > performing arts venue;performing arts venue;0;0;amenity;amenity > entertainment arts culture
brothel;amenity > entertainment arts culture > brothel;An establishment specifically dedicated to prostitution;['general entertainment', 'arts entertainment', 'erotic museum', 'strip club', 'nightlife spot'];[0.5116411447525024, 0.4935430884361267, 0.48760828375816345, 0.47823697328567505, 0.4699501395225525];general entertainment;An establishment specifically dedicated to prostitution;arts entertainment;arts entertainment;0;1;amenity;amenity > entertainment arts culture
